ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,ap_with_poor_snr_sample,ap_with_poor_snr_sample_2g,ap_with_poor_snr_sample_5g,tot_2g,tot_5g,tot_overall,ap_with_high_no_of_sticky_client_2g_with_good_coverage,ap_with_high_no_of_sticky_client_5g_with_poor_coverage,ap_with_high_tx_packet_error,ap_with_high_client_disconnection,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2g,ap_with_poor_link_speed_mcs_rate_5g,ap_with_poor_coverage,ap_with_poor_coverage_2g,ap_with_poor_coverage_5g,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,supportht,supportvht,supporthe,supporteht,connectedband,htbeamforming_numofstreams,ehtbeamforming_subeamformer,ehtbeamforming_subeamformee,ehtbeamforming_mubeamformer,ehtbeamforming_mubeamformee,ehtbeamforming_numofstreams,ap_with_poor_snr_sample_breach,ap_with_poor_snr_sample_2g_breach,ap_with_poor_snr_sample_5g_breach,ap_with_high_tx_packet_error_breach,ap_with_high_client_disconnection_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2g_breach,ap_with_poor_link_speed_mcs_rate_5g_breach,ap_with_poor_coverage_breach,ap_with_poor_coverage_2g_breach,ap_with_poor_coverage_5g_breach,ap_with_poor_snr_sample_sample_count,ap_with_poor_snr_sample_2g_sample_count,ap_with_poor_snr_sample_5g_sample_count,ap_tot_2g_sample_count,ap_tot_5g_sample_count,ap_tot_overall_sample_count,ap_with_high_tx_packet_error_sample_count,ap_with_poor_link_speed_mcs_rate_sample_count,ap_with_poor_link_speed_mcs_rate_2g_sample_count,ap_with_poor_link_speed_mcs_rate_5g_sample_count,ap_with_poor_coverage_sample_count,ap_with_poor_coverage_2g_sample_count,ap_with_poor_coverage_5g_sample_count,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,ap_with_poor_coverage_2_sample_count,ap_with_poor_coverage_5_sample_count,ap_with_poor_snr_sample_2_sample_count,ap_with_poor_snr_sample_5_sample_count,ap_with_poor_link_speed_mcs_rate_2_sample_count,ap_with_poor_link_speed_mcs_rate_5_sample_count,ap_with_high_interference_sample_count,ap_with_high_interference_2_sample_count,ap_with_high_interference_5_sample_count,ap_with_high_retry_rate_sample_count,ap_with_high_tx_packet_error_percent_sample_count,ap_with_high_rx_packet_error_sample_count,ap_downtime_per_sample_count,ap_with_high_internet_down_incident_sample_count,ap_with_poor_tot_on_5g_sample_count,ap_with_high_channel_utilisation_sample_count,ap_with_high_channel_utilisation_2_sample_count,ap_with_high_channel_congestion_5_sample_count,channelobss_sample_count,channelobss2_4_sample_count,channelobss5_sample_count
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,8E9D83596BDF,Haryana,0.0,0.0,0.0,0.49,99.51,1.31,False,False,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,4.6,AOT4221NK,iPhone,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,1560.0,1560.0,0.0,370757632.0,370757632.0,28305035264.0,93,93,65.0,28.0,93,65.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,88F4DA2E79F3,Haryana,,,,0.0,100.0,2.66,False,False,0.0,10.0,21.85,0.0,21.85,0.0,,0.0,5.21,0.25,AAP321NK,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,874404864.0,874404864.0,32904240128.0,357,357,,357.0,357,0.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,2EEE3E558E46,Haryana,0.0,0.0,0.0,0.01,99.99,16.54,True,False,0.0,30.0,7.02,0.0,7.03,0.39,0.0,0.39,0.68,0.04,AAP321NK,AAP321NK,PHONE,,,False,True,True,False,1.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,False,False,24.0,24.0,0.0,2487363901.0,2487363901.0,15037023347.0,513,513,1.0,512.0,513,1.0,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,1EEA07314F73,Haryana,,,,0.0,100.0,1.51,False,True,0.0,1.0,9.09,0.0,9.09,0.0,,0.0,0.24,12.59,AAP321NK,AAP321NK,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,226679808.0,226679808.0,15037023347.0,99,99,,99.0,99,0.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,EAD4701DA67C,Haryana,0.0,0.0,0.0,0.0,100.0,10.79,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.17,0.03,AOT4221NK,,STREAMING_DEVICE,Vantiva,XstreamIPTV1-VT,False,False,True,False,0.0,0.0,,,,,,False,False,False,False,False,False,False,False,False,,False,27072.0,0.0,27072.0,3378287616.0,3378287616.0,31312844800.0,1128,1128,,1128.0,1128,0.0,1128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,5A41573787E4,Haryana,,,,0.0,100.0,71.39,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.89,0.04,AAP321NK,AAP321NK,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,10734404260.0,10734404260.0,15037023347.0,1121,1121,,1121.0,1121,0.0,1121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,BEFADD002C4F,Haryana,,,,0.0,100.0,18.45,False,False,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,1.75,0.03,AOT4221NK,Unknown_a0:91:a2:a1:32:21,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,5788502016.0,5788502016.0,31375606672.0,1099,1099,,1099.0,1099,0.0,1099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,4A2B8C8008F5,Haryana,0.0,0.0,0.0,55.15,44.85,7.4,True,False,0.0,30.0,37.41,76.65,25.27,0.0,0.0,0.0,0.99,0.09,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,True,False,True,False,False,False,False,15288.0,0.0,15288.0,2316101632.0,2316101632.0,31312844800.0,834,834,197.0,637.0,834,197.0,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,CC6B1E9D361D,Haryana,,,,0.0,100.0,12.42,False,True,6.35,10.0,25.41,0.0,25.41,0.0,,0.0,1.57,0.18,AAP321NK,,LAPTOP,HP,ProBook,False,True,False,False,1.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,4086432768.0,4086432768.0,32904240128.0,425,425,,425.0,425,0.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,5AA1E0C63E20,Haryana,,,,0.0,100.0,40.29,False,False,0.0,21.0,1.17,0.0,1.17,1.17,,1.17,1.99,0.1,AAP321NK,,PHONE,Google,Pixel 8a,False,True,True,False,1.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,13255731200.0,13255731200.0,32904240128.0,769,769,,769.0,769,0.0,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,5CEA1D30FB63,Haryana,,,,0.0,100.0,14.35,,,0.0,,0.0,0.0,0.0,0.0,,0.0,1.57,0.03,AOT4221NK,iPhone,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,False,,,,4062447616.0,4062447616.0,28305035264.0,813,813,,813.0,813,0.0,813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,82A170AF2571,Haryana,0.0,0.0,0.0,100.0,0.0,1.09,False,False,0.0,10.0,26.19,26.19,0.0,0.0,0.0,,0.09,3.78,AOT4221NK,iPhone,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,,3024.0,3024.0,0.0,307843072.0,307843072.0,28305035264.0,126,126,126.0,,126,126.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A40801796184,Haryana,0.0,0.0,0.0,100.0,0.0,0.05,,,0.0,2.0,71.43,71.43,0.0,0.0,0.0,,0.01,0.01,AOT4221NK,Unknown_a0:91:a2:a1:32:21,,,,,,,,,,,,,,,False,False,False,False,False,True,True,False,False,False,,1848.0,1848.0,0.0,17064960.0,17064960.0,31375606672.0,77,77,77.0,,77,77.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,C25FF6C7715F,Haryana,26.85,26.85,0.0,100.0,0.0,0.0,False,False,0.0,94.0,100.0,100.0,0.0,100.0,100.0,,0.01,0.01,AOT4221NK,iPhone,PHONE,Realme,Realme,,,,,,,,,,,,False,False,False,False,True,True,True,False,True,True,,432.0,432.0,0.0,252928.0,252928.0,28305035264.0,18,18,18.0,,18,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,B2B376750B6C,Haryana,0.0,0.0,0.0,100.0,0.0,0.01,False,False,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.0,AOT4221NK,Unknown_a0:91:a2:a1:32:21,OTHER,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,,720.0,720.0,0.0,4397166.0,4397166.0,31375606672.0,30,30,30.0,,30,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,444201C1B177,Haryana,,,,0.0,100.0,3.22,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.12,0.02,AOT4221NK,iPhone,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,False,,,,911186944.0,911186944.0,28305035264.0,869,869,,869.0,869,0.0,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,32655446EDD7,Haryana,,,,0.0,100.0,10.9,False,False,0.0,42.0,0.0,0.0,0.0,0.0,,0.0,1.58,7.75,AOT4221NK,iPhone,PHONE,Samsung Electronics,Galaxy,False,True,True,False,1.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,3086051328.0,3086051328.0,28305035264.0,460,460,,460.0,460,0.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,AAB7012CE38D,Haryana,,,,0.0,100.0,27.71,False,False,0.0,46.0,0.0,0.0,0.0,0.0,,0.0,0.55,2.8,AAP321NK,,PHONE,Apple,iPhone,True,False,False,False,0.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,9116264448.0,9116264448.0,32904240128.0,782,782,,782.0,782,0.0,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,0EED7B0E8241,Haryana,0.0,0.0,0.0,13.01,86.99,15.47,False,False,0.0,46.0,11.92,31.25,10.66,0.38,6.25,0.0,2.51,0.15,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,5856.0,0.0,5856.0,4844964864.0,4844964864.0,31312844800.0,260,260,16.0,244.0,260,16.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,4CF5DCF7CBCA,Haryana,0.0,0.0,0.0,100.0,0.0,1.15,False,False,0.0,22.0,93.53,93.53,0.0,0.0,0.0,,0.01,0.18,AAP321NK,,OTHER,Hikvision,,True,False,False,False,0.0,0.0,,,,,,False,False,False,False,True,True,True,False,False,False,,18168.0,18168.0,0.0,378398720.0,378398720.0,32904240128.0,757,757,757.0,,757,757.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,B2C8CF9ECE29,Haryana,0.0,0.0,0.0,0.0,100.0,9.88,False,False,0.0,57.0,0.0,0.0,0.0,0.23,0.0,0.23,1.75,0.08,AOT4221NK,iPhone,PHONE,Apple,iPhone,False,True,True,False,1.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,False,False,24.0,24.0,0.0,2797166592.0,2797166592.0,28305035264.0,434,434,1.0,433.0,434,1.0,433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,7243CCCDA6CE,Haryana,,,,0.0,100.0,0.58,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.03,AAP321NK,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,False,,,,190450688.0,190450688.0,32904240128.0,943,943,,943.0,943,0.0,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,92EB68506C5A,Haryana,0.04,0.04,0.0,100.0,0.0,1.43,False,False,1.9,35.0,1.9,1.9,0.0,0.0,0.0,,1.45,0.45,AOT4221NK,Unknown_a0:91:a2:a1:32:21,OTHER,,,False,False,True,False,0.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,False,,2520.0,2520.0,0.0,447246405.0,447246405.0,31375606672.0,105,105,105.0,,105,105.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,F072EAF9FBB2,Haryana,,,,0.0,100.0,0.49,False,True,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.07,0.01,AAP321NK,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,162772992.0,162772992.0,32904240128.0,943,943,,943.0,943,0.0,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,FA3D6E56EC2A,Haryana,,,,0.0,100.0,2.01,False,False,0.0,59.0,0.0,0.0,0.0,0.0,,0.0,1.03,0.28,AOT4221NK,Unknown_a0:91:a2:a1:32:21,OTHER,,,False,True,True,False,1.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,631066599.0,631066599.0,31375606672.0,628,628,,628.0,628,0.0,628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,683943AD68BF,Haryana,,,,0.0,100.0,2.93,False,True,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,5.22,0.07,AAP321NK,AAP321NK,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,441113600.0,441113600.0,15037023347.0,119,119,,119.0,119,0.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,62D8084F50B0,Haryana,0.0,0.0,0.0,0.0,100.0,36.96,False,True,0.0,17.0,13.26,100.0,13.11,0.17,100.0,0.0,1.31,0.1,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,True,False,True,False,False,True,False,13728.0,0.0,13728.0,11571985408.0,11571985408.0,31312844800.0,573,573,1.0,572.0,573,1.0,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A091A2A13221,Haryana,0.92,0.92,0.0,100.0,0.0,25.05,,,0.0,10.0,25.69,25.69,0.0,0.92,0.92,,3.18,0.16,AOT4221NK,Unknown_a0:91:a2:a1:32:21,PHONE,OnePlus,Mobile,True,False,False,False,0.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,False,,2616.0,2616.0,0.0,7859678208.0,7859678208.0,31375606672.0,109,109,109.0,,109,109.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,DC4BA104E8A6,Haryana,,,,0.0,100.0,0.01,,,0.0,,77.22,0.0,77.22,0.0,,0.0,0.0,0.0,AOT4221NK,iPhone,,,,,,,,,,,,,,,,,,False,,True,False,True,False,,False,,,,2933760.0,2933760.0,28305035264.0,869,869,,869.0,869,0.0,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,1673DCE86B6C,Haryana,,,,0.0,100.0,3.26,False,True,0.0,2.0,5.77,0.0,5.77,0.0,,0.0,3.94,0.04,AAP321NK,AAP321NK,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,490636288.0,490636288.0,15037023347.0,156,156,,156.0,156,0.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,EA1969F9985D,Haryana,0.01,0.01,0.0,100.0,0.0,7.63,False,False,0.0,126.0,3.3,3.3,0.0,0.0,0.0,,1.91,0.09,AOT4221NK,Unknown_a0:91:a2:a1:32:21,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,,7272.0,7272.0,0.0,2394522624.0,2394522624.0,31375606672.0,303,303,303.0,,303,303.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,F82819E69331,Haryana,,,,0.0,100.0,13.53,,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,9.17,0.49,AOT4221NK,Unknown_a0:91:a2:a1:32:21,PC,Lenovo,Computer,False,True,False,False,1.0,0.0,,,,,,,,,False,False,False,False,False,False,,False,,,,4245584896.0,4245584896.0,31375606672.0,164,164,,164.0,164,0.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,F8FE5EBD1479,Haryana,,,,0.0,100.0,0.09,,,0.0,4.0,35.71,0.0,35.71,0.0,,0.0,0.33,0.1,AOT4221NK,iPhone,LAPTOP,Google,Chromebook,False,True,True,False,1.0,0.0,,,,,,,,,False,False,False,False,False,False,,False,,,,26405888.0,26405888.0,28305035264.0,28,28,,28.0,28,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,SROTCC001603,NOKIA,,Haryana,0.05,,,,,,,,0.0,161.0,1.01,,,0.05,,,2.1,0.13,AOT4221NK,Srijans-iPhone,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,45096.0,,,,,,1879,1879,,,1879,,,0C36234FB190,5.0,,,0.05,0.0,0.05,0.0,1.01,5.21,13.26,1.05,4.32,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,100.0,8790136832.0,7.89,3.0,38.0,15.38,2.0,13.0,4.0,1.0,25.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,,,True,False,False,False,False,False,False,False,False,97.62,100.0,True,95.24,True,True,0.0,1879.0,0.0,45096.0,,1879.0,3186.0,1086.0,2100.0,162.0,168.0,168.0,,,8790136832.0,38.0,13.0,25.0,168.0,84.0,84.0
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,,Haryana,0.0,,,,,,,,0.43,135.0,15.58,,,1.43,,,9.78,2.8,AOT4221NK,LAPTOP-333I3CKG,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,10104.0,,,,,,6315,6315,,,6315,,,2CC1F4388631,10.0,,9.67,0.16,7.25,0.0,94.15,3.56,1.79,4.97,0.1,6.28,1.0,0.76,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,98.85,32904240128.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,,True,False,False,False,False,False,False,False,False,80.15,100.0,True,60.3,True,True,838.0,5477.0,20112.0,0.0,838.0,5477.0,4701.0,1631.0,3070.0,398.0,393.0,397.0,,,32904240128.0,38.0,13.0,25.0,398.0,199.0,199.0
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,,Haryana,3.06,,,,,,,,0.0,448.0,20.55,,,0.4,,,3.78,7.75,AAP321NK,iPhone,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,1896.0,,,,,,5026,5026,,,5026,,,BC515F6B66D3,13.0,,8.37,0.04,2.25,0.0,26.05,20.31,0.88,2.57,0.0,11.23,1.0,0.0,0.0,0.0,0.0,,,11.0,0.0,0.0,1.0,98.9,28305035264.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,True,False,False,False,False,False,False,False,False,88.77,100.0,True,77.53,True,True,215.0,4811.0,5160.0,0.0,215.0,4811.0,8566.0,2918.0,5648.0,454.0,447.0,453.0,,,28305035264.0,38.0,13.0,25.0,454.0,227.0,227.0
