ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,client_with_poor_snr_sample,client_with_poor_snr_sample_2,client_with_poor_snr_sample_5,tot_2g,tot_5g,tot_overall,client_with_high_no_of_sticky_client_2_with_good_coverage,client_with_high_no_of_sticky_client_5_with_poor_coverage,client_with_high_tx_packet_error,client_with_high_client_disconnection,client_with_poor_link_speed_mcs_rate,client_with_poor_link_speed_mcs_rate_2,client_with_poor_link_speed_mcs_rate_5,client_with_poor_coverage,client_with_poor_coverage_2,client_with_poor_coverage_5,client_with_poor_dl_throughput_less_than_threshold,client_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,client_with_poor_snr_sample_breach,client_with_poor_snr_sample_2_breach,client_with_poor_snr_sample_5_breach,client_with_high_tx_packet_error_breach,client_with_high_client_disconnection_breach,client_with_poor_link_speed_mcs_rate_breach,client_with_poor_link_speed_mcs_rate_2_breach,client_with_poor_link_speed_mcs_rate_5_breach,client_with_poor_coverage_breach,client_with_poor_coverage_2_breach,client_with_poor_coverage_5_breach,count_of_total_samples_for_client_with_poor_snr_sample,count_of_total_samples_for_client_with_poor_snr_sample_2,count_of_total_samples_for_client_with_poor_snr_sample_5,count_of_total_samples_for_ap_tot_2g,count_of_total_samples_for_ap_tot_5g,count_of_total_samples_for_ap_tot_overall,count_of_total_samples_for_client_with_high_tx_packet_error,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_client_with_poor_coverage,count_of_total_samples_for_client_with_poor_coverage_2,count_of_total_samples_for_client_with_poor_coverage_5,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_snr_sample,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_client_disconnection,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_breach,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_snr_sample_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_client_disconnection_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,4CF5DCF7CBCA,Haryana,0.0,0.0,0.0,100.0,0.0,6.94,,,0.0,13.0,95.76,95.76,0.0,0.0,0.0,,0.01,0.17,AOT4221NK,iPhone,OTHER,Hikvision,,False,False,False,False,True,True,True,False,False,False,,8971.0,8971.0,0.0,1068423168.0,1068423168.0,15393841152.0,519.0,519.0,519.0,,519.0,519.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,B2C8CF9ECE29,Haryana,,,,0.0,100.0,4.92,False,False,2.82,14.0,0.0,0.0,0.0,0.0,,0.0,3.76,0.07,AOT4221NK,Galaxy-S25-Ultra,PHONE,Apple,iPhone,,,,False,True,False,False,False,False,,False,,,,2856690688.0,2856690688.0,58117276672.0,319.0,319.0,,319.0,319.0,0.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,0C9A3C921DC8,Haryana,0.0,0.0,0.0,0.0,100.0,0.0,False,False,0.0,2.0,78.05,0.0,78.05,0.0,,0.0,0.0,0.0,AAP321NK,Anils-Galaxy-S9,LAPTOP,Lenovo,Laptop,False,False,False,False,False,True,False,True,False,,False,82.0,0.0,82.0,105472.0,105472.0,17817314893.0,82.0,82.0,,82.0,82.0,0.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,7243CCCDA6CE,Haryana,,,,0.0,100.0,0.27,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,AOT4221NK,iPhone,,,,,,,False,,False,False,False,False,,False,,,,40802304.0,40802304.0,15393841152.0,610.0,610.0,,610.0,610.0,0.0,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,92EB68506C5A,Haryana,0.0,0.0,0.0,100.0,0.0,4.92,False,False,1.92,20.0,9.62,9.62,0.0,0.0,0.0,,1.49,0.13,AAP321NK,Anils-Galaxy-S9,OTHER,,,False,False,False,False,True,False,False,False,False,False,,1768.0,1768.0,0.0,876835840.0,876835840.0,17817314893.0,104.0,104.0,104.0,,104.0,104.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,F072EAF9FBB2,Haryana,,,,0.0,100.0,0.49,False,True,0.0,92.0,0.0,0.0,0.0,0.0,,0.0,0.18,0.03,AOT4221NK,iPhone,,,,,,,False,True,False,False,False,False,,False,,,,75536384.0,75536384.0,15393841152.0,267.0,267.0,,267.0,267.0,0.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,FA3D6E56EC2A,Haryana,0.0,0.0,0.0,0.0,100.0,16.01,,,0.0,19.0,0.0,0.0,0.0,0.0,,0.0,1.22,0.04,AAP321NK,Anils-Galaxy-S9,,,,False,False,False,False,True,False,False,False,False,,False,822.0,0.0,822.0,2852438016.0,2852438016.0,17817314893.0,822.0,822.0,,822.0,822.0,0.0,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,683943AD68BF,Haryana,0.0,0.0,0.0,0.0,100.0,30.4,False,True,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.46,0.03,AAP321NK,iPhone,,,,False,False,False,False,False,False,False,False,False,,False,35.0,0.0,35.0,2028171264.0,2028171264.0,6671285956.0,35.0,35.0,,35.0,35.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,5EEB74C5CEAA,Haryana,0.0,0.0,0.0,100.0,0.0,0.95,False,False,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.04,0.06,AAP321NK,Anils-Galaxy-S9,OTHER,,,False,False,False,False,True,False,False,False,False,False,,2788.0,2788.0,0.0,169109254.0,169109254.0,17817314893.0,164.0,164.0,164.0,,164.0,164.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,62D8084F50B0,Haryana,0.0,0.0,0.0,0.21,99.79,24.75,False,True,0.0,7.0,9.95,100.0,9.8,0.0,0.0,0.0,3.25,0.39,AAP321NK,OnePlus-Nord-CE3-5G,,,,False,False,False,False,True,False,True,False,False,False,False,9632.0,0.0,9632.0,10931118080.0,10931118080.0,44170763264.0,603.0,603.0,1.0,602.0,603.0,1.0,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A091A2A13221,Haryana,0.0,0.0,0.0,100.0,0.0,0.14,False,False,0.0,8.0,71.43,71.43,0.0,0.0,0.0,,6.51,0.26,AAP321NK,Anils-Galaxy-S9,PHONE,OnePlus,Mobile,False,False,False,False,True,True,True,False,False,False,,119.0,119.0,0.0,25701376.0,25701376.0,17817314893.0,7.0,7.0,7.0,,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,DC4BA104E8A6,Haryana,,,,0.0,100.0,32.16,,,0.0,1.0,58.84,0.0,58.84,0.0,,0.0,7.51,0.26,AOT4221NK,Galaxy-S25-Ultra,,,,,,,False,False,False,False,False,False,,False,,,,18689473536.0,18689473536.0,58117276672.0,554.0,554.0,,554.0,554.0,0.0,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,EA1969F9985D,Haryana,0.05,0.05,0.0,100.0,0.0,2.6,False,False,4.35,63.0,0.87,0.87,0.0,0.0,0.0,,2.21,0.11,AAP321NK,Anils-Galaxy-S9,,,,False,False,False,False,True,False,False,False,False,False,,1955.0,1955.0,0.0,463135744.0,463135744.0,17817314893.0,115.0,115.0,115.0,,115.0,115.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,SROTCC001603,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0C36234FB190,4.0,,0.11,,0.11,0.0,0.11,0.11,2.69,0.23,0.0,0.0,0.0,5.35,13.1,1.29,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,100.0,9789503488.0,5.26,2.0,38.0,7.69,1.0,13.0,4.0,1.0,25.0,False,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,92.79,100.0,True,86.67,True,True,1793.0,0.0,1793.0,0.0,32728.0,32728.0,1793.0,,1793.0,2241.0,771.0,1470.0,142.0,1793.0,142.0,142.0,,,9789503488.0,38.0,13.0,25.0,111.0,51.0,60.0
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CC1F485CB51,10.0,,1.51,6.32,0.41,3.88,0.0,62.67,3.82,0.25,20.99,96.03,3.87,0.92,2.03,0.38,207.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,93.06,15393841152.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,78.15,100.0,True,59.43,True,True,2983.0,554.0,2429.0,9563.0,0.0,592.0,2983.0,554.0,2429.0,5960.0,1972.0,3988.0,356.0,2983.0,356.0,355.0,,,15393841152.0,38.0,13.0,25.0,325.0,150.0,175.0
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC515FA88F33,14.0,,0.08,13.64,0.0,7.58,0.0,55.56,7.51,2.07,9.24,31.82,9.11,1.0,2.8,0.1,244.0,8.33,1.0,0.5,0.87,0.0,0.0,0.0,,,8.0,0.0,0.0,1.0,99.8,58117276672.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,99.38,100.0,True,98.72,True,True,3787.0,22.0,3765.0,396.0,0.0,18.0,3787.0,22.0,3765.0,5885.0,1966.0,3919.0,360.0,3787.0,344.0,359.0,,,58117276672.0,38.0,13.0,25.0,321.0,165.0,156.0
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503D7FDFEC00,7.0,,6.33,11.64,0.6,12.39,0.6,0.19,3.46,0.56,44.12,78.43,7.12,3.88,9.96,0.65,136.0,3.27,0.0,0.03,0.33,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,76.19,6671285956.0,2.63,1.0,38.0,7.69,1.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,57.75,100.0,True,3.54,False,True,3824.0,1984.0,1840.0,37656.0,1840.0,22943.0,3824.0,1984.0,1840.0,5153.0,1788.0,3365.0,306.0,3824.0,302.0,306.0,,,6671285956.0,38.0,13.0,25.0,258.0,145.0,113.0
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6C22F7E47EB3,16.0,,0.03,0.17,0.0,0.18,0.0,0.71,6.51,0.26,8.46,19.33,5.86,6.83,19.71,0.21,172.0,5.18,1.0,0.23,0.92,0.0,0.23,0.0,,,1.0,0.0,0.0,0.0,91.25,17817314893.0,13.16,5.0,38.0,38.46,5.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,70.92,100.0,True,40.93,False,True,3085.0,595.0,2490.0,10115.0,2490.0,2528.0,3085.0,595.0,2490.0,7217.0,2450.0,4767.0,444.0,3085.0,435.0,443.0,,,17817314893.0,38.0,13.0,25.0,392.0,199.0,193.0
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807F84FA491,8.0,,0.02,0.13,0.0,0.0,0.0,0.0,3.25,0.39,11.85,37.85,5.77,1.22,2.99,0.26,69.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,54.86,44170763264.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,55.21,100.0,True,0.0,False,True,4126.0,782.0,3344.0,0.0,53504.0,21808.0,4126.0,782.0,3344.0,4762.0,1672.0,3090.0,432.0,4126.0,427.0,432.0,,,44170763264.0,38.0,13.0,25.0,259.0,143.0,116.0
