ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,ap_with_poor_snr_sample,ap_with_poor_snr_sample_2g,ap_with_poor_snr_sample_5g,tot_2g,tot_5g,tot_overall,ap_with_high_no_of_sticky_client_2g_with_good_coverage,ap_with_high_no_of_sticky_client_5g_with_poor_coverage,ap_with_high_tx_packet_error,ap_with_high_client_disconnection,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2g,ap_with_poor_link_speed_mcs_rate_5g,ap_with_poor_coverage,ap_with_poor_coverage_2g,ap_with_poor_coverage_5g,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,supportht,supportvht,supporthe,supporteht,connectedband,htbeamforming_numofstreams,ehtbeamforming_subeamformer,ehtbeamforming_subeamformee,ehtbeamforming_mubeamformer,ehtbeamforming_mubeamformee,ehtbeamforming_numofstreams,ap_with_poor_snr_sample_breach,ap_with_poor_snr_sample_2g_breach,ap_with_poor_snr_sample_5g_breach,ap_with_high_tx_packet_error_breach,ap_with_high_client_disconnection_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2g_breach,ap_with_poor_link_speed_mcs_rate_5g_breach,ap_with_poor_coverage_breach,ap_with_poor_coverage_2g_breach,ap_with_poor_coverage_5g_breach,ap_with_poor_snr_sample_sample_count,ap_with_poor_snr_sample_2g_sample_count,ap_with_poor_snr_sample_5g_sample_count,ap_tot_2g_sample_count,ap_tot_5g_sample_count,ap_tot_overall_sample_count,ap_with_high_tx_packet_error_sample_count,ap_with_poor_link_speed_mcs_rate_sample_count,ap_with_poor_link_speed_mcs_rate_2g_sample_count,ap_with_poor_link_speed_mcs_rate_5g_sample_count,ap_with_poor_coverage_sample_count,ap_with_poor_coverage_2g_sample_count,ap_with_poor_coverage_5g_sample_count,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,6288AC047A9A,Haryana,12.46,12.54,0.0,56.99,43.01,0.03,False,False,0.0,24.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,AAP321NK,SM-R875F,,,,,,,,,,,,,,,False,False,False,False,True,True,True,True,False,False,False,8610.0,8556.0,54.0,2507296.0,2507296.0,8963323287.0,426.0,426.0,372.0,54.0,426.0,372.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,5E25C7BF78C1,Haryana,0.0,0.0,0.0,0.0,100.0,0.71,False,False,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.06,0.01,AAP321NK,iPhone,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,False,27.0,0.0,27.0,63378432.0,63378432.0,8963323287.0,27.0,27.0,,27.0,27.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,1C57DC71A166,Haryana,,,,0.0,100.0,29.15,False,False,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,3.01,0.11,AOT4221NK,Ritviks-Air,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,5112187904.0,5112187904.0,17538759680.0,1148.0,1148.0,,1148.0,1148.0,0.0,1148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,E8AACBA5B753,Haryana,,,,100.0,0.0,9.15,False,False,0.0,2.0,37.78,37.78,0.0,0.0,0.0,,3.22,0.11,AAP321NK,Samsung,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,4774767616.0,4774767616.0,52167503872.0,45.0,45.0,45.0,,45.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,EEB2A6A2A1E6,Haryana,5.63,5.47,9.19,31.96,68.04,5.38,False,False,0.0,95.0,7.2,6.64,7.72,9.47,0.0,18.38,1.1,0.05,AAP321NK,Aditya-Vikram-s-A36,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,6160.0,5888.0,272.0,482654776.0,482654776.0,8963323287.0,528.0,528.0,256.0,272.0,528.0,256.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,E26CA6DC46CA,Haryana,0.13,0.13,0.0,100.0,0.0,0.04,False,False,0.0,25.0,6.25,6.25,0.0,0.0,0.0,,0.01,0.01,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,,1536.0,1536.0,0.0,6650880.0,6650880.0,17538759680.0,64.0,64.0,64.0,,64.0,64.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,8E9D83596BDF,Haryana,,,,0.0,100.0,0.23,False,False,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.99,0.01,AAP321NK,arna-s-S25,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,11006976.0,11006976.0,4778504192.0,207.0,207.0,,207.0,207.0,0.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,2EEE3E558E46,Haryana,0.33,0.32,0.47,53.78,46.22,47.43,False,False,0.0,41.0,2.87,5.37,0.0,0.22,0.0,0.47,3.93,1.65,AAP321NK,Saumya-s-S24-FE,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,5777.0,5566.0,211.0,4251234380.0,4251234380.0,8963323287.0,453.0,453.0,242.0,211.0,453.0,242.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,EAD4701DA67C,Haryana,0.0,0.0,0.0,0.0,100.0,13.7,,,0.0,,0.0,0.0,0.0,0.0,,0.0,2.57,0.05,AAP321NK,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,,False,25320.0,0.0,25320.0,7144747008.0,7144747008.0,52167503872.0,1055.0,1055.0,,1055.0,1055.0,0.0,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,5A41573787E4,Haryana,0.0,0.0,0.0,0.0,100.0,13.9,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.45,0.01,AAP321NK,XstreamIPTV1-VT,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,False,1073.0,0.0,1073.0,1245680883.0,1245680883.0,8963323287.0,1073.0,1073.0,,1073.0,1073.0,0.0,1073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,22B8811DA954,Haryana,0.0,0.0,0.0,0.0,100.0,0.0,False,False,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,AAP321NK,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,False,8.0,0.0,8.0,405504.0,405504.0,8963323287.0,8.0,8.0,,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,BEFADD002C4F,Haryana,,,,0.0,100.0,46.97,False,False,0.0,15.0,2.96,0.0,2.96,0.0,,0.0,1.93,0.07,AOT4221NK,Galaxy-A36-5G,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,8238353408.0,8238353408.0,17538759680.0,1082.0,1082.0,,1082.0,1082.0,0.0,1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,4A2B8C8008F5,Haryana,0.0,0.0,0.0,13.44,86.56,21.93,False,False,0.0,11.0,32.49,57.62,24.64,0.0,0.0,0.0,1.47,0.05,AAP321NK,OnePlus-Nord-CE3-5G,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,11592.0,0.0,11592.0,11441528832.0,11441528832.0,52167503872.0,634.0,634.0,151.0,483.0,634.0,151.0,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,CC6B1E9D361D,Haryana,0.0,0.0,0.0,0.0,100.0,15.22,False,True,0.0,31.0,59.64,0.0,59.64,3.92,,3.92,4.4,0.12,AAP321NK,LAPTOP-333I3CKG,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,,False,332.0,0.0,332.0,6443176960.0,6443176960.0,42320216064.0,332.0,332.0,,332.0,332.0,0.0,332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,5AA1E0C63E20,Haryana,5.4,0.0,8.08,0.07,99.93,26.78,False,False,0.0,188.0,25.83,25.0,25.85,24.78,0.0,25.31,13.22,0.43,AAP321NK,Pixel-8a,PHONE,Google,Pixel 8a,True,False,False,False,0.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,False,False,833.0,276.0,557.0,11331289088.0,11331289088.0,42320216064.0,569.0,569.0,12.0,557.0,569.0,12.0,557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,EEBD09EE4569,Haryana,0.17,0.17,0.0,100.0,0.0,1.06,False,False,20.83,4.0,4.17,4.17,0.0,0.0,0.0,,0.27,0.49,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,,576.0,576.0,0.0,185371648.0,185371648.0,17538759680.0,24.0,24.0,24.0,,24.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,BCF171E84D65,Haryana,,,,0.0,100.0,1.24,False,False,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.01,0.0,AAP321NK,TABLET-G71GRCJO,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,59201536.0,59201536.0,4778504192.0,290.0,290.0,,290.0,290.0,0.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
