ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,ap_with_poor_snr_sample,ap_with_poor_snr_sample_2g,ap_with_poor_snr_sample_5g,tot_2g,tot_5g,tot_overall,ap_with_high_no_of_sticky_client_2g_with_good_coverage,ap_with_high_no_of_sticky_client_5g_with_poor_coverage,ap_with_high_tx_packet_error,ap_with_high_client_disconnection,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2g,ap_with_poor_link_speed_mcs_rate_5g,ap_with_poor_coverage,ap_with_poor_coverage_2g,ap_with_poor_coverage_5g,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,supportht,supportvht,supporthe,supporteht,connectedband,htbeamforming_numofstreams,ehtbeamforming_subeamformer,ehtbeamforming_subeamformee,ehtbeamforming_mubeamformer,ehtbeamforming_mubeamformee,ehtbeamforming_numofstreams,ap_with_poor_snr_sample_breach,ap_with_poor_snr_sample_2g_breach,ap_with_poor_snr_sample_5g_breach,ap_with_high_tx_packet_error_breach,ap_with_high_client_disconnection_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2g_breach,ap_with_poor_link_speed_mcs_rate_5g_breach,ap_with_poor_coverage_breach,ap_with_poor_coverage_2g_breach,ap_with_poor_coverage_5g_breach,ap_with_poor_snr_sample_sample_count,ap_with_poor_snr_sample_2g_sample_count,ap_with_poor_snr_sample_5g_sample_count,ap_tot_2g_sample_count,ap_tot_5g_sample_count,ap_tot_overall_sample_count,ap_with_high_tx_packet_error_sample_count,ap_with_poor_link_speed_mcs_rate_sample_count,ap_with_poor_link_speed_mcs_rate_2g_sample_count,ap_with_poor_link_speed_mcs_rate_5g_sample_count,ap_with_poor_coverage_sample_count,ap_with_poor_coverage_2g_sample_count,ap_with_poor_coverage_5g_sample_count,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,8E9D83596BDF,Haryana,,,,0.0,100.0,0.06,False,False,0.0,16.0,0.0,0.0,0.0,0.0,,0.0,0.29,0.01,AOT4221NK,arna-s-S25,PHONE,Samsung Electronics,Galaxy,False,True,True,False,1.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,13454336.0,13454336.0,22666233856.0,29.0,29.0,,29.0,29.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,9AF9AB0A6D71,Haryana,,,,0.0,100.0,1.25,False,False,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.13,0.02,AAP321NK,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,334125056.0,334125056.0,26695483392.0,399.0,399.0,,399.0,399.0,0.0,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,88F4DA2E79F3,Haryana,,,,0.0,100.0,0.57,False,False,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.41,0.12,AOT4221NK,LTB0000372-003,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,154699776.0,154699776.0,27055543296.0,27.0,27.0,,27.0,27.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,2EEE3E558E46,Haryana,,,,0.0,100.0,19.57,False,False,0.0,23.0,2.1,0.0,2.1,1.05,,1.05,2.97,0.08,AAP321NK,Saumya-s-S24-FE,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,5302150785.0,5302150785.0,27094939763.0,859.0,859.0,,859.0,859.0,0.0,859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,EAD4701DA67C,Haryana,0.0,0.0,0.0,0.0,100.0,6.38,,,0.0,,0.0,0.0,0.0,0.0,,0.0,2.54,0.03,AAP321NK,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,,False,20664.0,0.0,20664.0,1821688832.0,1821688832.0,28574449664.0,861.0,861.0,,861.0,861.0,0.0,861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,5A41573787E4,Haryana,,,,0.0,100.0,37.31,,,0.0,,0.0,0.0,0.0,0.0,,0.0,1.36,0.03,AAP321NK,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,False,,,,10109207552.0,10109207552.0,27094939763.0,1314.0,1314.0,,1314.0,1314.0,0.0,1314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,BEFADD002C4F,Haryana,,,,0.0,100.0,23.49,False,False,0.0,24.0,0.0,0.0,0.0,0.0,,0.0,1.92,0.04,AAP321NK,Galaxy-A36-5G,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,6271763456.0,6271763456.0,26695483392.0,894.0,894.0,,894.0,894.0,0.0,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,F27DF8DF6D72,Haryana,25.0,25.0,0.0,100.0,0.0,0.0,,,0.0,5.0,100.0,100.0,0.0,100.0,100.0,,0.0,0.0,AAP321NK,Watch,,,,,,,,,,,,,,,False,False,False,False,False,True,True,False,True,True,,24.0,24.0,0.0,2363.0,2363.0,27094939763.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,4A2B8C8008F5,Haryana,0.0,0.0,0.0,5.95,94.05,19.44,False,False,0.0,11.0,36.23,68.1,18.79,0.22,0.61,0.0,0.68,0.22,AAP321NK,OnePlus-Nord-CE3-5G,,,,,,,,,,,,,,,False,False,False,False,True,False,True,False,False,False,False,7152.0,0.0,7152.0,5555600384.0,5555600384.0,28574449664.0,461.0,461.0,163.0,298.0,461.0,163.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,CC6B1E9D361D,Haryana,,,,0.0,100.0,44.02,False,True,0.0,1.0,6.25,0.0,6.25,0.0,,0.0,2.2,0.11,AOT4221NK,LAPTOP-333I3CKG,LAPTOP,HP,ProBook,False,True,False,False,1.0,0.0,,,,,,,,,False,False,False,False,False,False,,False,,,,11910972416.0,11910972416.0,27055543296.0,144.0,144.0,,144.0,144.0,0.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,5AA1E0C63E20,Haryana,0.0,0.0,0.0,0.0,100.0,5.5,False,False,0.0,36.0,0.68,0.0,0.68,0.68,0.0,0.68,1.26,0.03,AOT4221NK,Pixel-8a,PHONE,Google,Pixel 8a,True,False,False,False,0.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,False,False,24.0,24.0,0.0,1487805440.0,1487805440.0,27055543296.0,586.0,586.0,1.0,585.0,586.0,1.0,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,EEBD09EE4569,Haryana,0.0,0.0,0.0,100.0,0.0,1.71,False,False,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.23,0.13,AAP321NK,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,,1176.0,1176.0,0.0,457464832.0,457464832.0,26695483392.0,49.0,49.0,49.0,,49.0,49.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,BCF171E84D65,Haryana,,,,0.0,100.0,0.01,,,0.0,23.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,AOT4221NK,TABLET-G71GRCJO,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,2592768.0,2592768.0,22666233856.0,125.0,125.0,,125.0,125.0,0.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,6854FD250B98,Haryana,,,,100.0,0.0,0.95,False,False,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.18,0.03,AOT4221NK,amazon-f290ecf4f,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,,,,,88112128.0,88112128.0,9231234048.0,638.0,638.0,638.0,,638.0,638.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,481B40DAC1F0,Haryana,0.0,0.0,0.0,0.0,100.0,3.7,False,True,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,1.13,0.03,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,,False,15792.0,0.0,15792.0,348875776.0,348875776.0,9432833062.0,658.0,658.0,,658.0,658.0,0.0,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,5CEA1D30FB63,Haryana,,,,0.0,100.0,13.81,,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,2.81,0.08,AOT4221NK,Unknown_5c:ea:1d:30:fb:63,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,3129259008.0,3129259008.0,22666233856.0,621.0,621.0,,621.0,621.0,0.0,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,82A170AF2571,Haryana,0.0,0.0,0.0,100.0,0.0,6.64,False,True,0.0,22.0,64.15,64.15,0.0,0.0,0.0,,1.83,0.28,AOT4221NK,realme-15T,,,,,,,,,,,,,,,False,False,False,False,True,True,True,False,False,False,,5088.0,5088.0,0.0,1505352704.0,1505352704.0,22666233856.0,212.0,212.0,212.0,,212.0,212.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A40801796184,Haryana,0.0,0.0,0.0,100.0,0.0,0.07,,,0.0,2.0,75.76,75.76,0.0,0.0,0.0,,0.02,0.01,AAP321NK,Unknown_a4:08:01:79:61:84,,,,,,,,,,,,,,,False,False,False,False,False,True,True,False,False,False,,3168.0,3168.0,0.0,20016128.0,20016128.0,26695483392.0,132.0,132.0,132.0,,132.0,132.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,C25FF6C7715F,Haryana,25.0,25.0,0.0,100.0,0.0,0.56,False,False,0.0,131.0,83.78,83.78,0.0,48.65,48.65,,1.8,0.18,AOT4221NK,realme-C11-2021,,,,,,,,,,,,,,,False,False,False,False,True,True,True,False,False,False,,888.0,888.0,0.0,125947904.0,125947904.0,22666233856.0,37.0,37.0,37.0,,37.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,DA662903C070,Haryana,0.0,0.0,0.0,0.0,100.0,45.5,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.36,0.41,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,,False,27528.0,0.0,27528.0,4200350720.0,4200350720.0,9231234048.0,1147.0,1147.0,,1147.0,1147.0,0.0,1147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,444201C1B177,Haryana,,,,0.0,100.0,3.66,,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.34,0.02,AOT4221NK,Unknown_44:42:01:c1:b1:77,OTHER,Amazon,,False,True,False,False,1.0,0.0,,,,,,,,,False,False,False,False,False,False,,False,,,,829769728.0,829769728.0,22666233856.0,647.0,647.0,,647.0,647.0,0.0,647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,505A65CC4DE9,Haryana,0.0,0.0,0.0,100.0,0.0,8.48,,,0.0,2.0,1.73,1.73,0.0,0.0,0.0,,0.5,0.08,AAP321NK,LTB0091099-01,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,,23592.0,23592.0,0.0,2298892381.0,2298892381.0,27094939763.0,983.0,983.0,983.0,,983.0,983.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,32655446EDD7,Haryana,0.0,0.0,0.0,0.0,100.0,42.58,True,False,2.39,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.27,AOT4221NK,Galaxy-S25-Ultra,PHONE,Samsung Electronics,Galaxy,False,True,True,False,0.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,False,False,48.0,48.0,0.0,9651354624.0,9651354624.0,22666233856.0,377.0,377.0,2.0,375.0,377.0,2.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,AAB7012CE38D,Haryana,,,,0.0,100.0,3.19,False,False,0.0,19.0,0.0,0.0,0.0,0.0,,0.0,0.64,0.07,AOT4221NK,iPhone,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,862554112.0,862554112.0,27055543296.0,262.0,262.0,,262.0,262.0,0.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,7C2ACA06CDA5,Haryana,0.0,0.0,0.0,96.31,3.69,5.79,False,False,0.0,15.0,10.0,50.0,0.0,0.0,0.0,0.0,2.28,4.75,AOT4221NK,Rashims-iPad,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,192.0,0.0,192.0,546434048.0,546434048.0,9432833062.0,10.0,10.0,2.0,8.0,10.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,0EED7B0E8241,Haryana,0.0,0.0,0.0,71.53,28.47,2.44,False,False,0.0,5.0,31.03,0.0,32.14,0.0,0.0,0.0,14.45,0.41,AAP321NK,OnePlus-15R,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,672.0,0.0,672.0,696957952.0,696957952.0,28574449664.0,29.0,29.0,1.0,28.0,29.0,1.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,4CF5DCF7CBCA,Haryana,0.0,0.0,0.0,100.0,0.0,2.22,,,0.0,11.0,91.54,91.54,0.0,0.0,0.0,,0.0,0.11,AOT4221NK,846606451,OTHER,Hikvision,,True,False,False,False,0.0,0.0,,,,,,False,False,False,False,True,True,True,False,False,False,,12768.0,12768.0,0.0,601172992.0,601172992.0,27055543296.0,532.0,532.0,532.0,,532.0,532.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,B2C8CF9ECE29,Haryana,,,,0.0,100.0,2.75,False,False,0.0,38.0,0.0,0.0,0.0,0.0,,0.0,1.32,0.04,AOT4221NK,iPhone,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,623618048.0,623618048.0,22666233856.0,199.0,199.0,,199.0,199.0,0.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,0C9A3C921DC8,Haryana,,,,0.0,100.0,0.0,,,0.0,0.0,100.0,0.0,100.0,100.0,,100.0,0.0,0.0,AAP321NK,LTB0078814-01,LAPTOP,Lenovo,Laptop,False,True,True,False,1.0,0.0,,,,,,,,,False,False,True,False,True,True,,True,,,,144384.0,144384.0,26695483392.0,126.0,126.0,,126.0,126.0,0.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,7243CCCDA6CE,Haryana,,,,0.0,100.0,6.09,,,0.0,,0.0,0.0,0.0,0.0,,0.0,2.99,0.01,AOT4221NK,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,False,,,,1646960640.0,1646960640.0,27055543296.0,609.0,609.0,,609.0,609.0,0.0,609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,92EB68506C5A,Haryana,0.0,0.0,0.0,100.0,0.0,4.86,False,False,0.0,19.0,21.43,21.43,0.0,0.0,0.0,,2.68,0.25,AAP321NK,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,,2016.0,2016.0,0.0,1298105344.0,1298105344.0,26695483392.0,84.0,84.0,84.0,,84.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,FA3D6E56EC2A,Haryana,,,,0.0,100.0,33.96,False,False,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,4.78,0.61,AAP321NK,Unknown_fa:3d:6e:56:ec:2a,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,9065538560.0,9065538560.0,26695483392.0,840.0,840.0,,840.0,840.0,0.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,683943AD68BF,Haryana,,,,0.0,100.0,2.37,False,True,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.17,0.05,AAP321NK,Family-Room-TV,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,641968128.0,641968128.0,27094939763.0,99.0,99.0,,99.0,99.0,0.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,6CB749E119FF,Haryana,0.0,0.0,0.0,0.0,100.0,0.94,False,True,0.0,8.0,82.42,0.0,82.42,0.0,,0.0,0.01,0.0,AOT4221NK,Honor_View10-ebd5e83b5d12,PHONE,HONOR,,False,True,False,False,1.0,0.0,,,,,,False,False,False,False,True,True,False,True,False,,False,4368.0,0.0,4368.0,86842368.0,86842368.0,9231234048.0,182.0,182.0,,182.0,182.0,0.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,62D8084F50B0,Haryana,0.0,0.0,0.0,0.0,100.0,31.3,False,True,0.0,20.0,15.29,100.0,14.67,0.24,33.33,0.0,1.18,0.09,AAP321NK,OnePlus-Nord-CE4-Lite-5G,,,,,,,,,,,,,,,False,False,False,False,True,False,True,False,False,False,False,9816.0,0.0,9816.0,8944487424.0,8944487424.0,28574449664.0,412.0,412.0,3.0,409.0,412.0,3.0,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A091A2A13221,Haryana,0.0,0.0,0.0,100.0,0.0,4.93,,,0.0,6.0,12.5,12.5,0.0,0.0,0.0,,1.61,0.05,AAP321NK,Unknown_a0:91:a2:a1:32:21,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,,576.0,576.0,0.0,1316825088.0,1316825088.0,26695483392.0,24.0,24.0,24.0,,24.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
