ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,client_with_poor_snr_sample,client_with_poor_snr_sample_2,client_with_poor_snr_sample_5,tot_2g,tot_5g,tot_overall,client_with_high_no_of_sticky_client_2_with_good_coverage,client_with_high_no_of_sticky_client_5_with_poor_coverage,client_with_high_tx_packet_error,client_with_high_client_disconnection,client_with_poor_link_speed_mcs_rate,client_with_poor_link_speed_mcs_rate_2,client_with_poor_link_speed_mcs_rate_5,client_with_poor_coverage,client_with_poor_coverage_2,client_with_poor_coverage_5,client_with_poor_dl_throughput_less_than_threshold,client_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,client_with_poor_snr_sample_breach,client_with_poor_snr_sample_2_breach,client_with_poor_snr_sample_5_breach,client_with_high_tx_packet_error_breach,client_with_high_client_disconnection_breach,client_with_poor_link_speed_mcs_rate_breach,client_with_poor_link_speed_mcs_rate_2_breach,client_with_poor_link_speed_mcs_rate_5_breach,client_with_poor_coverage_breach,client_with_poor_coverage_2_breach,client_with_poor_coverage_5_breach,count_of_total_samples_for_client_with_poor_snr_sample,count_of_total_samples_for_client_with_poor_snr_sample_2,count_of_total_samples_for_client_with_poor_snr_sample_5,count_of_total_samples_for_ap_tot_2g,count_of_total_samples_for_ap_tot_5g,count_of_total_samples_for_ap_tot_overall,count_of_total_samples_for_client_with_high_tx_packet_error,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_client_with_poor_coverage,count_of_total_samples_for_client_with_poor_coverage_2,count_of_total_samples_for_client_with_poor_coverage_5,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_snr_sample,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_client_disconnection,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_breach,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_snr_sample_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_client_disconnection_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,5AA1E0C63E20,Haryana,0.0,0.0,0.0,11.5,88.5,7.76,False,False,0.0,64.0,0.22,33.33,0.0,0.22,0.0,0.23,3.91,1.03,AAP321NK,LAPTOP-333I3CKG,,,,False,False,False,False,True,False,False,False,False,False,False,69.0,69.0,0.0,1744546816.0,1744546816.0,22481906688.0,446.0,446.0,3.0,443.0,446.0,3.0,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,BCF171E84D65,Haryana,0.0,0.0,0.0,0.0,100.0,0.54,False,False,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.73,0.02,AAP321NK,iPhone,TABLET,Microsoft,Surface Pro 8,False,False,False,False,True,False,False,False,False,,False,63.0,0.0,63.0,196504576.0,196504576.0,36677847040.0,63.0,63.0,,63.0,63.0,0.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,5CEA1D30FB63,Haryana,0.0,0.0,0.0,0.0,100.0,50.62,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.81,0.1,AAP321NK,iPhone,TV,Sony,Television,False,False,False,False,False,False,False,False,False,,False,696.0,0.0,696.0,18567774208.0,18567774208.0,36677847040.0,696.0,696.0,,696.0,696.0,0.0,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,82A170AF2571,Haryana,0.0,0.0,0.0,100.0,0.0,8.34,True,True,0.0,19.0,55.38,55.38,0.0,0.0,0.0,,1.17,0.08,AAP321NK,iPhone,PHONE,Realme,15T,False,False,False,False,True,False,False,False,False,False,,4092.0,4092.0,0.0,3058940928.0,3058940928.0,36677847040.0,186.0,186.0,186.0,,186.0,186.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A40801796184,Haryana,0.0,0.0,0.0,100.0,0.0,0.11,,,0.0,3.0,71.43,71.43,0.0,0.0,0.0,,0.01,0.01,AOT4221NK,Unknown_9a:f5:f1:a9:26:8f,,,,False,False,False,False,False,True,True,False,False,False,,4830.0,4830.0,0.0,17813504.0,17813504.0,15929935872.0,210.0,210.0,210.0,,210.0,210.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,C25FF6C7715F,Haryana,2.33,2.33,0.0,100.0,0.0,4.97,False,False,0.0,126.0,74.36,74.36,0.0,5.13,5.13,,0.85,0.06,AAP321NK,iPhone,,,,False,False,False,False,True,True,True,False,False,False,,858.0,858.0,0.0,1823951872.0,1823951872.0,36677847040.0,39.0,39.0,39.0,,39.0,39.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,147F670AADED,Haryana,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,61.0,100.0,100.0,0.0,0.0,0.0,,0.0,0.0,AAP321NK,LAPTOP-333I3CKG,,,,False,False,False,False,True,True,True,False,False,False,,184.0,184.0,0.0,0.0,0.0,22481906688.0,8.0,8.0,8.0,,8.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,444201C1B177,Haryana,0.0,0.0,0.0,95.98,4.02,2.4,False,False,0.0,1.0,1.17,1.44,0.0,0.0,0.0,0.0,0.2,0.02,AAP321NK,iPhone,,,,False,False,False,False,False,False,False,False,False,False,False,13918.0,13772.0,146.0,881048576.0,881048576.0,36677847040.0,772.0,772.0,626.0,146.0,772.0,626.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,32655446EDD7,Haryana,0.0,0.0,0.0,0.0,100.0,17.78,False,False,0.0,42.0,0.0,0.0,0.0,0.0,,0.0,2.34,0.89,AAP321NK,iPhone,,,,False,False,False,False,True,False,False,False,False,,False,485.0,0.0,485.0,6521846784.0,6521846784.0,36677847040.0,485.0,485.0,,485.0,485.0,0.0,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,AAB7012CE38D,Haryana,,,,0.0,100.0,5.61,False,True,0.0,18.0,0.0,0.0,0.0,0.0,,0.0,0.9,0.14,AAP321NK,LAPTOP-333I3CKG,,,,,,,False,True,False,False,False,False,,False,,,,1260860416.0,1260860416.0,22481906688.0,298.0,298.0,,298.0,298.0,0.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,0EED7B0E8241,Haryana,0.0,0.0,0.0,8.5,91.5,1.55,False,False,0.0,27.0,23.15,0.0,23.81,0.0,0.0,0.0,1.57,0.07,AAP321NK,Samsung,PHONE,OnePlus,15R,False,False,False,False,True,False,False,False,False,False,False,2415.0,0.0,2415.0,651716608.0,651716608.0,42109109248.0,108.0,108.0,3.0,105.0,108.0,3.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,4CF5DCF7CBCA,Haryana,0.0,0.0,0.0,100.0,0.0,2.74,False,False,0.0,17.0,91.87,91.87,0.0,0.0,0.0,,0.01,0.27,AAP321NK,LAPTOP-333I3CKG,,,,False,False,False,False,True,True,True,False,False,False,,13869.0,13869.0,0.0,615794688.0,615794688.0,22481906688.0,603.0,603.0,603.0,,603.0,603.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,B2C8CF9ECE29,Haryana,0.0,0.0,0.0,0.0,100.0,8.02,True,False,0.0,13.0,0.0,0.0,0.0,0.0,,0.0,4.1,0.09,AAP321NK,iPhone,,,,False,False,False,False,True,False,False,False,False,,False,308.0,0.0,308.0,2942115840.0,2942115840.0,36677847040.0,308.0,308.0,,308.0,308.0,0.0,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,0C9A3C921DC8,Haryana,,,,0.0,100.0,0.0,,,0.0,1.0,100.0,0.0,100.0,0.0,,0.0,0.0,0.0,AOT4221NK,Unknown_9a:f5:f1:a9:26:8f,,,,,,,False,False,True,False,True,False,,False,,,,260096.0,260096.0,15929935872.0,284.0,284.0,,284.0,284.0,0.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,7243CCCDA6CE,Haryana,,,,0.0,100.0,0.81,False,False,0.0,0.0,1.27,0.0,1.27,0.0,,0.0,0.21,0.01,AAP321NK,LAPTOP-333I3CKG,STREAMING_DEVICE,,Streaming Dongle,,,,False,False,False,False,False,False,,False,,,,183003136.0,183003136.0,22481906688.0,711.0,711.0,,711.0,711.0,0.0,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,92EB68506C5A,Haryana,0.0,0.0,0.0,100.0,0.0,28.44,False,False,0.0,28.0,1.75,1.75,0.0,0.0,0.0,,3.58,0.1,AOT4221NK,Unknown_9a:f5:f1:a9:26:8f,OTHER,,,False,False,False,False,True,False,False,False,False,False,,5244.0,5244.0,0.0,4529790976.0,4529790976.0,15929935872.0,228.0,228.0,228.0,,228.0,228.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,FA3D6E56EC2A,Haryana,,,,0.0,100.0,1.98,False,False,0.0,16.0,0.0,0.0,0.0,0.75,,0.75,4.01,0.16,AOT4221NK,Unknown_9a:f5:f1:a9:26:8f,,,,,,,False,True,False,False,False,False,,False,,,,315698176.0,315698176.0,15929935872.0,535.0,535.0,,535.0,535.0,0.0,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,683943AD68BF,Haryana,,,,0.0,100.0,22.52,False,True,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,5.35,0.06,AAP321NK,MMT-LPT-10824,,,,,,,False,False,False,False,False,False,,False,,,,1335365632.0,1335365632.0,5929063042.0,136.0,136.0,,136.0,136.0,0.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,5EEB74C5CEAA,Haryana,0.44,0.44,0.0,100.0,0.0,1.14,False,False,0.0,8.0,0.0,0.0,0.0,0.44,0.44,,0.02,0.03,AOT4221NK,Unknown_9a:f5:f1:a9:26:8f,OTHER,,,False,False,False,False,True,False,False,False,False,False,,5175.0,5175.0,0.0,180998144.0,180998144.0,15929935872.0,225.0,225.0,225.0,,225.0,225.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,62D8084F50B0,Haryana,0.0,0.0,0.0,0.0,100.0,35.48,False,True,0.0,17.0,14.66,0.0,14.66,0.0,,0.0,3.81,0.54,AAP321NK,Samsung,,,,False,False,False,False,True,False,False,False,False,,False,15065.0,0.0,15065.0,14938377216.0,14938377216.0,42109109248.0,655.0,655.0,,655.0,655.0,0.0,655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A091A2A13221,Haryana,0.0,0.0,0.0,100.0,0.0,1.74,,,0.0,9.0,87.5,87.5,0.0,0.0,0.0,,0.83,0.03,AOT4221NK,Unknown_9a:f5:f1:a9:26:8f,,,,False,False,False,False,True,True,True,False,False,False,,1288.0,1288.0,0.0,277681152.0,277681152.0,15929935872.0,56.0,56.0,56.0,,56.0,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,D4548B6D09FC,Haryana,,,,0.0,100.0,10.55,False,False,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.21,0.54,AAP321NK,MMT-LPT-10824,OTHER,,,,,,False,False,False,False,False,False,,False,,,,625314176.0,625314176.0,5929063042.0,8.0,8.0,,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,DC4BA104E8A6,Haryana,0.0,0.0,0.0,0.93,99.07,0.32,False,True,0.0,2.0,72.91,0.0,73.04,0.0,0.0,0.0,0.34,0.07,AAP321NK,iPhone,TV,Sony,BRAVIA VH22,False,False,False,False,False,True,False,True,False,False,False,608.0,22.0,586.0,117848064.0,117848064.0,36677847040.0,587.0,587.0,1.0,586.0,587.0,1.0,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,EA1969F9985D,Haryana,0.0,0.0,0.0,100.0,0.0,4.87,False,False,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,1.96,0.09,AOT4221NK,Unknown_9a:f5:f1:a9:26:8f,OTHER,,,False,False,False,False,True,False,False,False,False,False,,4462.0,4462.0,0.0,775250944.0,775250944.0,15929935872.0,194.0,194.0,194.0,,194.0,194.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,F8FE5EBD1479,Haryana,0.0,0.0,0.0,0.0,100.0,1.01,False,False,0.0,5.0,44.44,0.0,44.44,0.0,,0.0,1.55,0.46,AAP321NK,iPhone,,,,False,False,False,False,False,False,False,False,False,,False,9.0,0.0,9.0,372003840.0,372003840.0,36677847040.0,9.0,9.0,,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,SROTCC001603,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0C36234FB190,7.0,,0.06,50.0,0.0,50.0,0.0,0.0,2.69,1.08,0.11,50.0,0.06,5.54,12.92,1.68,110.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,99.99,11485500298.0,7.89,3.0,38.0,15.38,2.0,13.0,4.0,1.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,89.57,100.0,True,79.01,True,True,1813.0,2.0,1811.0,2.0,39842.0,39844.0,1813.0,2.0,1811.0,3085.0,1060.0,2025.0,157.0,1813.0,163.0,163.0,,,11485500298.0,38.0,13.0,25.0,163.0,82.0,81.0
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CC1F46D39D1,9.0,,0.03,0.0,0.04,0.0,0.0,0.0,6.69,1.03,25.81,91.69,9.14,1.26,2.78,0.47,206.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,1.0,96.37,22481906688.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,79.88,100.0,True,59.76,True,True,3042.0,614.0,2428.0,14122.0,0.0,13869.0,3042.0,614.0,2428.0,6415.0,2191.0,4224.0,335.0,3042.0,333.0,337.0,,,22481906688.0,38.0,13.0,25.0,338.0,169.0,169.0
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC515F6B66D3,15.0,,0.04,0.23,0.0,0.11,0.0,0.41,5.81,0.89,21.26,16.63,22.36,1.76,5.15,0.0,299.0,12.74,1.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,3.0,0.0,84.38,36677847040.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,95.28,100.0,True,90.57,True,True,4459.0,854.0,3605.0,18788.0,3605.0,2419.0,4459.0,854.0,3605.0,8001.0,2740.0,5261.0,424.0,4459.0,417.0,418.0,,,36677847040.0,38.0,13.0,25.0,424.0,212.0,212.0
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503D7FDFEC00,7.0,,2.55,4.67,0.31,6.16,0.0,6.78,5.35,0.94,37.22,69.68,2.91,4.98,14.28,0.14,146.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,95.21,5929063042.0,2.63,1.0,38.0,7.69,1.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,54.86,100.0,True,9.71,False,True,3960.0,2035.0,1925.0,46805.0,0.0,35397.0,3960.0,2035.0,1925.0,6631.0,2269.0,4362.0,350.0,3960.0,346.0,350.0,,,5929063042.0,38.0,13.0,25.0,350.0,175.0,175.0
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6C22F7E47EB3,12.0,,0.15,0.11,0.16,0.11,0.0,0.0,4.01,0.16,12.19,21.43,9.36,7.64,21.86,0.26,143.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,63.68,15929935872.0,13.16,5.0,38.0,38.46,5.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,70.88,100.0,True,41.77,False,True,4061.0,952.0,3109.0,21896.0,0.0,1081.0,4061.0,952.0,3109.0,9452.0,3230.0,6222.0,498.0,4061.0,489.0,497.0,,,15929935872.0,38.0,13.0,25.0,498.0,249.0,249.0
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503D7FDFF420,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.54,11.1,32.8,8.78,1.21,3.44,0.05,78.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,86.16,42109109248.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,50.89,100.0,True,1.79,False,True,4550.0,439.0,4111.0,0.0,94553.0,58397.0,4550.0,439.0,4111.0,6382.0,2182.0,4200.0,504.0,4550.0,501.0,504.0,,,42109109248.0,38.0,13.0,25.0,336.0,168.0,168.0
