ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,ap_with_poor_snr_sample,ap_with_poor_snr_sample_2g,ap_with_poor_snr_sample_5g,tot_2g,tot_5g,tot_overall,ap_with_high_no_of_sticky_client_2g_with_good_coverage,ap_with_high_no_of_sticky_client_5g_with_poor_coverage,ap_with_high_tx_packet_error,ap_with_high_client_disconnection,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2g,ap_with_poor_link_speed_mcs_rate_5g,ap_with_poor_coverage,ap_with_poor_coverage_2g,ap_with_poor_coverage_5g,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,supportht,supportvht,supporthe,supporteht,connectedband,htbeamforming_numofstreams,ehtbeamforming_subeamformer,ehtbeamforming_subeamformee,ehtbeamforming_mubeamformer,ehtbeamforming_mubeamformee,ehtbeamforming_numofstreams,ap_with_poor_snr_sample_breach,ap_with_poor_snr_sample_2g_breach,ap_with_poor_snr_sample_5g_breach,ap_with_high_tx_packet_error_breach,ap_with_high_client_disconnection_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2g_breach,ap_with_poor_link_speed_mcs_rate_5g_breach,ap_with_poor_coverage_breach,ap_with_poor_coverage_2g_breach,ap_with_poor_coverage_5g_breach,ap_with_poor_snr_sample_sample_count,ap_with_poor_snr_sample_2g_sample_count,ap_with_poor_snr_sample_5g_sample_count,ap_tot_2g_sample_count,ap_tot_5g_sample_count,ap_tot_overall_sample_count,ap_with_high_tx_packet_error_sample_count,ap_with_poor_link_speed_mcs_rate_sample_count,ap_with_poor_link_speed_mcs_rate_2g_sample_count,ap_with_poor_link_speed_mcs_rate_5g_sample_count,ap_with_poor_coverage_sample_count,ap_with_poor_coverage_2g_sample_count,ap_with_poor_coverage_5g_sample_count,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,6CB749E119FF,Haryana,0.0,0.0,0.0,0.47,99.53,11.82,False,True,0.0,3.0,74.29,100.0,47.1,0.0,0.0,0.0,0.28,0.01,AOT4221NK,Honor_View10-ebd5e83b5d12,PHONE,HONOR,,False,True,False,False,1.0,0.0,,,,,,False,False,False,False,False,True,True,False,False,False,False,3720.0,0.0,3720.0,1323028480.0,1323028480.0,11190648832.0,319.0,319.0,164.0,155.0,319.0,164.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,62D8084F50B0,Haryana,0.0,0.0,0.0,0.0,100.0,33.52,False,True,0.0,13.0,19.46,0.0,19.46,0.0,,0.0,1.23,0.11,AOT4221NK,OnePlus-Nord-CE4-Lite-5G,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,,False,15048.0,0.0,15048.0,10553940992.0,10553940992.0,31487416320.0,627.0,627.0,,627.0,627.0,0.0,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A091A2A13221,Haryana,0.0,0.0,0.0,100.0,0.0,17.92,,,0.0,8.0,13.95,13.95,0.0,0.0,0.0,,2.27,0.08,AOT4221NK,Unknown_a0:91:a2:a1:32:21,PHONE,OnePlus,Mobile,True,False,False,False,0.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,False,,1032.0,1032.0,0.0,3881180160.0,3881180160.0,21653349376.0,43.0,43.0,43.0,,43.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,D4548B6D09FC,Haryana,,,,0.0,100.0,0.43,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.28,0.15,AOT4221NK,MMT-LPT-10824,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,32927744.0,32927744.0,7688741888.0,8.0,8.0,,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,DC4BA104E8A6,Haryana,,,,0.0,100.0,0.0,,,0.0,0.0,89.35,0.0,89.35,0.0,,0.0,0.07,0.01,AOT4221NK,Unknown_dc:4b:a1:04:e8:a6,TV,Sony,BRAVIA VH22,False,True,False,False,1.0,0.0,,,,,,,,,False,False,True,False,True,False,,False,,,,753664.0,753664.0,45336682496.0,704.0,704.0,,704.0,704.0,0.0,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,E69E02B0FB11,Haryana,0.0,0.0,0.0,0.0,100.0,50.88,False,False,0.0,16.0,2.49,0.0,2.49,0.0,,0.0,2.26,0.09,AOT4221NK,iPhone,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,,False,15408.0,0.0,15408.0,9517728768.0,9517728768.0,18705998848.0,642.0,642.0,,642.0,642.0,0.0,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,,Haryana,0.25,,,,,,,,0.0,106.0,1.75,,,0.25,,,4.25,0.36,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,0C36234FB190,6.0,,0.0,0.25,0.0,0.25,80.0,1.26,5.31,13.74,0.87,3.8,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,98.45,18705998848.0,5.26,2.0,38.0,7.69,1.0,13.0,4.0,1.0,25.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,86.08,100.0,True,72.15,True,True,1603.0,10.0,1593.0,0.0,38232.0,38232.0,1603.0,10.0,1593.0,2977.0,1026.0,1951.0,158.0,1603.0,158.0,158.0,,,18705998848.0,38.0,13.0,25.0,158.0,79.0,79.0
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,,Haryana,1.85,,,,,,,,0.0,64.0,15.22,,,1.95,,,5.25,1.34,AOT5221ZY,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,6C4F8905E11B,10.0,,50.0,1.93,0.0,5.84,100.0,15.17,89.49,88.59,90.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,100.0,19984935936.0,4.17,1.0,24.0,9.09,1.0,11.0,0.0,0.0,13.0,False,False,False,False,False,False,True,False,True,True,True,False,False,False,,,,,False,False,False,False,False,False,False,85.21,100.0,True,70.41,True,True,3890.0,2.0,3888.0,0.0,93312.0,79536.0,3890.0,2.0,3888.0,3092.0,1367.0,1725.0,422.0,3890.0,421.0,422.0,,,19984935936.0,24.0,11.0,13.0,338.0,169.0,169.0
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,,Haryana,0.0,,,,,,,,0.0,92.0,6.27,,,0.0,,,1.36,0.34,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,2CC1F432FE41,7.0,,0.0,0.0,0.0,0.0,14.34,2.77,9.43,27.05,0.3,3.13,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,99.04,11190648832.0,10.53,4.0,38.0,30.77,4.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,93.75,100.0,True,87.5,True,True,3781.0,1144.0,2637.0,0.0,63288.0,63288.0,3781.0,1144.0,2637.0,3033.0,1035.0,1998.0,160.0,3781.0,160.0,160.0,,,11190648832.0,38.0,13.0,25.0,160.0,80.0,80.0
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,,Haryana,2.16,,,,,,,,0.0,320.0,27.9,,,6.17,,,5.67,22.24,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,2CC1F4388631,10.0,,0.15,7.88,0.19,0.0,86.47,11.21,1.48,4.14,0.11,5.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,94.69,18208852992.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,True,False,False,False,False,False,False,False,False,90.2,100.0,True,80.39,True,True,2968.0,658.0,2310.0,15792.0,0.0,1392.0,2968.0,658.0,2310.0,5749.0,1957.0,3792.0,320.0,2968.0,320.0,320.0,,,18208852992.0,38.0,13.0,25.0,306.0,153.0,153.0
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,,Haryana,46.18,,,,,,,,0.0,404.0,18.16,,,0.21,,,6.18,0.34,AAP321NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,BC515F6B66D3,14.0,,3.23,0.0,1.63,0.0,42.23,16.46,2.11,6.18,0.0,11.57,1.0,0.0,0.0,0.0,0.0,,,6.0,0.0,0.0,0.0,89.43,45336682496.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,True,False,False,False,False,False,False,False,False,95.14,100.0,True,90.28,True,True,5194.0,341.0,4853.0,8184.0,0.0,288.0,5194.0,341.0,4853.0,8133.0,2785.0,5348.0,432.0,5194.0,419.0,431.0,,,45336682496.0,38.0,13.0,25.0,432.0,216.0,216.0
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,,Haryana,0.0,,,,,,,,0.0,105.0,44.19,,,0.1,,,3.09,0.15,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,503D7FDFEC00,7.0,,0.09,0.1,0.02,0.0,88.29,20.12,2.86,7.58,0.38,1.83,0.0,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,99.58,7688741888.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,,True,False,False,False,False,False,False,False,False,77.24,100.0,True,54.47,True,True,3143.0,1110.0,2033.0,26640.0,0.0,24432.0,3143.0,1110.0,2033.0,9194.0,3166.0,6028.0,491.0,3143.0,488.0,492.0,,,7688741888.0,38.0,13.0,25.0,492.0,246.0,246.0
01244203817_dsl,Gurgaon,108.0,ZYOT2E000479,NOKIA,,Haryana,0.0,,,,,,,,0.0,605.0,0.85,,,0.85,,,0.83,0.04,AAP321NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,5807F84FAB41,3.0,,1.22,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,0.0,1.0,0.0,99.46,503724032.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,True,False,False,False,False,False,False,False,False,50.0,100.0,True,0.0,False,False,118.0,82.0,36.0,0.0,864.0,864.0,118.0,82.0,36.0,3211.0,1096.0,2115.0,170.0,118.0,170.0,169.0,,,503724032.0,38.0,13.0,25.0,170.0,85.0,85.0
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,,Haryana,0.08,,,,,,,,0.05,154.0,10.17,,,1.51,,,4.07,0.15,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,BC515F6E0433,15.0,,0.0,1.65,0.08,0.0,24.16,8.91,7.58,21.41,0.39,6.01,1.0,0.41,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,71.57,21653349376.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,True,False,False,False,False,False,False,False,False,65.0,100.0,True,30.0,False,True,4305.0,356.0,3949.0,8544.0,0.0,2400.0,4305.0,356.0,3949.0,9375.0,3209.0,6166.0,499.0,4305.0,485.0,497.0,,,21653349376.0,38.0,13.0,25.0,500.0,250.0,250.0
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,,Haryana,0.94,,,,,,,,0.0,82.0,12.46,,,0.58,,,3.25,1.05,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,5807F84FA491,8.0,,1.99,0.41,0.0,0.4,42.04,9.02,1.05,3.08,0.0,3.14,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,74.79,31487416320.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,True,False,False,False,False,False,False,False,False,51.47,100.0,True,2.94,False,True,4333.0,452.0,3881.0,0.0,93144.0,39144.0,4333.0,452.0,3881.0,6456.0,2206.0,4250.0,510.0,4333.0,508.0,507.0,,,31487416320.0,38.0,13.0,25.0,340.0,170.0,170.0
