ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,ap_with_poor_snr_sample,ap_with_poor_snr_sample_2g,ap_with_poor_snr_sample_5g,tot_2g,tot_5g,tot_overall,ap_with_high_no_of_sticky_client_2g_with_good_coverage,ap_with_high_no_of_sticky_client_5g_with_poor_coverage,ap_with_high_tx_packet_error,ap_with_high_client_disconnection,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2g,ap_with_poor_link_speed_mcs_rate_5g,ap_with_poor_coverage,ap_with_poor_coverage_2g,ap_with_poor_coverage_5g,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,supportht,supportvht,supporthe,supporteht,connectedband,htbeamforming_numofstreams,ehtbeamforming_subeamformer,ehtbeamforming_subeamformee,ehtbeamforming_mubeamformer,ehtbeamforming_mubeamformee,ehtbeamforming_numofstreams,ap_with_poor_snr_sample_breach,ap_with_poor_snr_sample_2g_breach,ap_with_poor_snr_sample_5g_breach,ap_with_high_tx_packet_error_breach,ap_with_high_client_disconnection_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2g_breach,ap_with_poor_link_speed_mcs_rate_5g_breach,ap_with_poor_coverage_breach,ap_with_poor_coverage_2g_breach,ap_with_poor_coverage_5g_breach,ap_with_poor_snr_sample_sample_count,ap_with_poor_snr_sample_2g_sample_count,ap_with_poor_snr_sample_5g_sample_count,ap_tot_2g_sample_count,ap_tot_5g_sample_count,ap_tot_overall_sample_count,ap_with_high_tx_packet_error_sample_count,ap_with_poor_link_speed_mcs_rate_sample_count,ap_with_poor_link_speed_mcs_rate_2g_sample_count,ap_with_poor_link_speed_mcs_rate_5g_sample_count,ap_with_poor_coverage_sample_count,ap_with_poor_coverage_2g_sample_count,ap_with_poor_coverage_5g_sample_count,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,2E16524D4AFB,Haryana,0.0,0.0,0.0,0.0,100.0,66.09,False,False,0.0,26.0,0.0,0.0,0.0,0.0,,0.0,1.36,0.34,AOT4221NK,iPhone,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,,False,12144.0,0.0,12144.0,7395502080.0,7395502080.0,11190648832.0,506.0,506.0,,506.0,506.0,0.0,506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,286B35D324CB,Haryana,,,,0.0,100.0,0.01,False,False,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.06,0.02,AOT4221NK,DESKTOP-7592F22,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,5744640.0,5744640.0,45336682496.0,180.0,180.0,,180.0,180.0,0.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,1AA0C35EE4F9,Haryana,,,,0.0,100.0,18.69,False,False,0.0,57.0,3.35,0.0,3.35,0.0,,0.0,6.18,0.18,AOT4221NK,iPhone,PHONE,Apple,iPhone,False,True,True,False,1.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,8473306112.0,8473306112.0,45336682496.0,269.0,269.0,,269.0,269.0,0.0,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,5215E04285F1,Haryana,0.0,0.0,0.0,0.06,99.94,6.23,False,False,0.0,14.0,25.64,0.0,25.71,0.0,0.0,0.0,0.92,1.05,AOT4221NK,OnePlus-10T-5G,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,15960.0,0.0,15960.0,1961870336.0,1961870336.0,31487416320.0,667.0,667.0,2.0,665.0,667.0,2.0,665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,E6FA455BE353,Haryana,0.15,0.15,0.0,100.0,0.0,2.34,False,False,3.7,26.0,3.7,3.7,0.0,0.0,0.0,,4.07,0.05,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,,648.0,648.0,0.0,507181056.0,507181056.0,21653349376.0,27.0,27.0,27.0,,27.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,7A63650BE0AF,Haryana,,,,0.0,100.0,0.75,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.04,0.03,AOT4221NK,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,False,,,,163198976.0,163198976.0,21653349376.0,310.0,310.0,,310.0,310.0,0.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,4C22F33F2EDC,Haryana,,,,0.0,100.0,11.8,False,True,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,3.6,0.04,AOT4221NK,LGwebOSTV,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,2148833280.0,2148833280.0,18208852992.0,221.0,221.0,,221.0,221.0,0.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,9208A08B7425,Haryana,,,,100.0,0.0,0.0,False,False,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,AOT4221NK,iPhone,PHONE,Apple,iPhone,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,241664.0,241664.0,18705998848.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,F4032A96D8C9,Haryana,,,,0.0,100.0,0.56,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.3,0.02,AOT4221NK,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,False,,,,253806592.0,253806592.0,45336682496.0,478.0,478.0,,478.0,478.0,0.0,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,0A3CC1576FFD,Haryana,,,,0.0,100.0,0.28,False,False,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.36,0.06,AOT4221NK,iPad,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,50086912.0,50086912.0,18208852992.0,323.0,323.0,,323.0,323.0,0.0,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,5A8CF8F08505,Haryana,2.47,0.0,2.47,0.0,100.0,4.8,False,False,0.0,24.0,4.03,0.0,4.03,2.58,,2.58,0.56,0.12,AOT4221NK,MacBookPro,LAPTOP,Apple,MacBook,True,False,False,False,0.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,,False,14880.0,0.0,14880.0,1511223296.0,1511223296.0,31487416320.0,620.0,620.0,,620.0,620.0,0.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,A09208536DDC,Haryana,0.0,0.0,0.0,100.0,0.0,0.39,,,0.0,,87.23,87.23,0.0,0.0,0.0,,0.0,0.0,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,,True,True,False,False,False,,24432.0,24432.0,0.0,29791232.0,29791232.0,7688741888.0,1018.0,1018.0,1018.0,,1018.0,1018.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,062A53AA4163,Haryana,0.36,0.36,0.0,100.0,0.0,2.28,False,False,0.0,39.0,8.7,8.7,0.0,0.0,0.0,,3.23,0.1,AOT4221NK,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,,552.0,552.0,0.0,493420544.0,493420544.0,21653349376.0,23.0,23.0,23.0,,23.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,C621CC85C392,Haryana,,,,0.0,100.0,0.05,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,AOT4221NK,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,False,,,,11520000.0,11520000.0,21653349376.0,310.0,310.0,,310.0,310.0,0.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,7AB5AA2AA71B,Haryana,1.17,0.0,1.17,0.0,100.0,18.03,False,False,0.0,15.0,1.17,0.0,1.17,1.17,,1.17,1.0,0.05,AOT4221NK,iPhone,PHONE,Apple,iPhone,False,True,True,False,1.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,,False,8184.0,0.0,8184.0,3373458432.0,3373458432.0,18705998848.0,341.0,341.0,,341.0,341.0,0.0,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,1E287C40DA9D,Haryana,,,,0.0,100.0,0.82,False,False,0.0,9.0,0.2,0.0,0.2,0.0,,0.0,0.07,0.04,AOT4221NK,Anils-Galaxy-S9,PHONE,Samsung Electronics,Galaxy,False,True,False,False,1.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,176552960.0,176552960.0,21653349376.0,491.0,491.0,,491.0,491.0,0.0,491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,3644BFE90759,Haryana,0.0,0.0,0.0,0.02,99.98,0.56,False,False,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,AOT4221NK,iPad,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,24.0,24.0,0.0,254211072.0,254211072.0,45336682496.0,471.0,471.0,1.0,470.0,471.0,1.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,4CC95E7815B6,Haryana,0.0,0.0,0.0,0.0,100.0,0.41,False,True,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.07,0.01,AOT4221NK,Samsung,PHONE,Samsung Electronics,UTU8000,False,True,False,False,1.0,0.0,,,,,,False,False,False,False,False,False,False,False,False,,False,11328.0,0.0,11328.0,127798272.0,127798272.0,31487416320.0,472.0,472.0,,472.0,472.0,0.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,BAE0FE461920,Haryana,,,,0.0,100.0,0.0,False,True,0.0,5.0,100.0,0.0,100.0,0.0,,0.0,0.0,0.0,AOT4221NK,Watch,,,,,,,,,,,,,,,,,,False,False,True,False,True,False,,False,,,,197632.0,197632.0,45336682496.0,161.0,161.0,,161.0,161.0,0.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,6288AC047A9A,Haryana,0.0,0.0,0.0,28.63,71.37,0.1,False,False,0.0,7.0,100.0,100.0,100.0,0.0,0.0,0.0,0.08,0.01,AOT4221NK,SM-R875F,,,,,,,,,,,,,,,False,False,False,False,True,True,True,True,False,False,False,2184.0,2184.0,0.0,7621632.0,7621632.0,7688741888.0,372.0,372.0,91.0,281.0,372.0,91.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,9AF5F1A9268F,Haryana,,,,0.0,100.0,5.63,False,False,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.11,0.01,AOT4221NK,Unknown_9a:f5:f1:a9:26:8f,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,1218644992.0,1218644992.0,21653349376.0,310.0,310.0,,310.0,310.0,0.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,CAC59849FA7A,Haryana,,,,0.0,100.0,0.08,,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.04,AOT4221NK,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,False,,,,16797696.0,16797696.0,21653349376.0,136.0,136.0,,136.0,136.0,0.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,586C251370C2,Haryana,0.0,0.0,0.0,0.0,100.0,0.74,False,False,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.38,0.37,AOT5221ZY,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,False,48.0,0.0,48.0,147151872.0,147151872.0,19984935936.0,2.0,2.0,,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,1C57DC71A166,Haryana,,,,0.0,100.0,0.15,False,False,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.08,0.02,AOT4221NK,Ritviks-Air,STREAMING_DEVICE,Apple,Apple TV,False,True,True,False,1.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,32783360.0,32783360.0,21653349376.0,181.0,181.0,,181.0,181.0,0.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,E8AACBA5B753,Haryana,,,,100.0,0.0,15.56,False,False,0.0,7.0,12.68,12.68,0.0,0.0,0.0,,2.86,0.12,AOT4221NK,Samsung,PHONE,Samsung Electronics,Television,,,,,,,,,,,,,,,False,True,False,False,False,False,False,,,,,4898927616.0,4898927616.0,31487416320.0,71.0,71.0,71.0,,71.0,71.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,EEB2A6A2A1E6,Haryana,20.83,20.83,0.0,0.0,100.0,8.9,False,False,0.0,37.0,21.21,100.0,21.01,0.51,100.0,0.25,1.67,0.09,AOT4221NK,Aditya-Vikram-s-A36,,,,,,,,,,,,,,,False,False,False,False,True,False,True,False,False,True,False,24.0,24.0,0.0,684025856.0,684025856.0,7688741888.0,396.0,396.0,1.0,395.0,396.0,1.0,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,624E55188F68,Haryana,0.0,0.0,0.0,0.0,100.0,20.19,False,False,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.31,0.01,AOT4221NK,iPad,TABLET,Apple,iPad,False,True,True,False,1.0,0.0,,,,,,False,False,False,False,False,False,False,False,False,,False,23520.0,0.0,23520.0,2259373056.0,2259373056.0,11190648832.0,980.0,980.0,,980.0,980.0,0.0,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,E26CA6DC46CA,Haryana,0.0,0.0,0.0,100.0,0.0,0.01,False,False,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,AOT4221NK,Watch,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,,720.0,720.0,0.0,2987008.0,2987008.0,21653349376.0,30.0,30.0,30.0,,30.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,E865380DD5E9,Haryana,,,,100.0,0.0,0.04,False,False,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.17,0.02,AOT4221NK,DESKTOP-V9GHGK2,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,7041024.0,7041024.0,18705998848.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,A2B5039A07F0,Haryana,0.0,0.0,0.0,0.0,100.0,0.01,False,False,0.0,49.0,0.0,0.0,0.0,0.0,,0.0,0.01,0.0,AOT4221NK,iPhone,PHONE,Apple,iPhone,False,True,True,False,1.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,,False,192.0,0.0,192.0,1511424.0,1511424.0,11190648832.0,8.0,8.0,,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,8E9D83596BDF,Haryana,,,,0.0,100.0,0.04,,,0.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,AOT4221NK,arna-s-S25,PHONE,Samsung Electronics,Galaxy,False,True,True,False,1.0,0.0,,,,,,,,,False,True,False,False,False,False,,False,,,,17588224.0,17588224.0,45336682496.0,352.0,352.0,,352.0,352.0,0.0,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,6AC7C5E46FE6,Haryana,1.33,0.0,1.33,0.0,100.0,1.99,False,False,0.0,3.0,0.0,0.0,0.0,1.33,,1.33,0.02,0.01,AOT5221ZY,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,False,16296.0,0.0,16296.0,398265344.0,398265344.0,19984935936.0,679.0,679.0,,679.0,679.0,0.0,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,BA30869EC065,Haryana,8.71,0.0,8.71,0.0,100.0,11.07,False,False,0.0,16.0,0.35,100.0,0.0,9.03,100.0,8.71,1.54,1.34,AOT5221ZY,,,,,,,,,,,,,,,,False,False,False,False,True,False,True,False,False,True,False,6888.0,0.0,6888.0,2212910080.0,2212910080.0,19984935936.0,288.0,288.0,1.0,287.0,288.0,1.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,88F4DA2E79F3,Haryana,,,,0.0,100.0,0.7,False,False,0.0,1.0,44.44,0.0,44.44,0.0,,0.0,0.85,0.26,AOT4221NK,LTB0000372-003,LAPTOP,Lenovo,Laptop,False,True,True,False,1.0,0.0,,,,,,,,,False,False,False,False,False,False,,False,,,,128016384.0,128016384.0,18208852992.0,9.0,9.0,,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,30E3A45D159C,Haryana,9.12,0.0,9.12,0.0,100.0,3.26,False,False,0.0,19.0,64.73,0.0,64.73,5.48,,5.48,0.42,0.15,AOT5221ZY,AMS05PC0325,LAPTOP,Lenovo,ThinkPad T14 Gen 5,False,True,True,False,1.0,0.0,,,,,,False,False,False,False,True,True,False,True,False,,False,7008.0,0.0,7008.0,651070464.0,651070464.0,19984935936.0,292.0,292.0,,292.0,292.0,0.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,2EEE3E558E46,Haryana,,,,0.0,100.0,76.83,False,False,0.0,25.0,11.31,0.0,11.31,0.25,,0.25,3.09,0.12,AOT4221NK,Saumya-s-S24-FE,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,False,,,,5907554304.0,5907554304.0,7688741888.0,398.0,398.0,,398.0,398.0,0.0,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
